layer,weight_shape,feature_shape,feat_dim,num_samples,fro_norm,rel_change,dim_90,dim_95,stable_rank,participation_ratio,top4_energy,top8_energy,top16_energy,top32_energy,top64_energy,dim_90_frac
base_model.model.backbone.stages.2.blocks.4.ffn.activate,,"(1280, 5632)",5632,1280,1281.9156494140625,1.2130892704393132,136,287,5.762219429016113,18.424943923950195,0.3898770809173584,0.5169750452041626,0.6357025504112244,0.7450739741325378,0.8311234712600708,0.024147727272727272
base_model.model.backbone.stages.2.blocks.4.ffn.layers.0.2,,"(1280, 5632)",5632,1280,1281.9156494140625,1.2130892704393132,136,287,5.762219429016113,18.424943923950195,0.3898770809173584,0.5169750452041626,0.6357025504112244,0.7450739741325378,0.8311234712600708,0.024147727272727272
base_model.model.backbone.stages.2.blocks.4.ffn.layers.0,,"(1280, 5632)",5632,1280,1281.9156494140625,1.2130892704393132,136,287,5.762219429016113,18.424943923950195,0.3898770809173584,0.5169750452041626,0.6357025504112244,0.7450739741325378,0.8311234712600708,0.024147727272727272
base_model.model.backbone.stages.2.blocks.4.ffn.layers.1,"(1408, 5632)","(1280, 1408)",1408,1280,3105.848388671875,0.8513175607219038,80,156,4.106980800628662,12.332300186157227,0.448011189699173,0.5781002044677734,0.6949867010116577,0.7988358736038208,0.8793250918388367,0.056818181818181816
base_model.model.backbone.stages.2.blocks.4.ffn.layers.2,,"(1280, 1408)",1408,1280,3105.848388671875,0.8513175607219038,80,156,4.106980800628662,12.332300186157227,0.448011189699173,0.5781002044677734,0.6949867010116577,0.7988358736038208,0.8793250918388367,0.056818181818181816
base_model.model.backbone.stages.2.blocks.4.ffn.layers,,"(1280, 1408)",1408,1280,3105.848388671875,0.8513175607219038,80,156,4.106980800628662,12.332300186157227,0.448011189699173,0.5781002044677734,0.6949867010116577,0.7988358736038208,0.8793250918388367,0.056818181818181816
base_model.model.backbone.stages.2.blocks.4.ffn.dropout_layer,,"(1280, 1408)",1408,1280,3105.848388671875,0.8513175607219038,80,156,4.106980800628662,12.332300186157227,0.448011189699173,0.5781002044677734,0.6949867010116577,0.7988358736038208,0.8793250918388367,0.056818181818181816
base_model.model.backbone.stages.2.blocks.4.ffn,,"(1280, 1408)",1408,1280,3105.848388671875,0.8513175607219038,80,156,4.106980800628662,12.332300186157227,0.448011189699173,0.5781002044677734,0.6949867010116577,0.7988358736038208,0.8793250918388367,0.056818181818181816
base_model.model.backbone.stages.2.blocks.4,,"(1280, 1408)",1408,1280,1683.7196044921875,0.5622684973812768,118,225,5.581643581390381,18.13920021057129,0.38408517837524414,0.5317904949188232,0.6549535393714905,0.7556191086769104,0.8407315015792847,0.08380681818181818
base_model.model.backbone.stages.2.blocks.5.attn.w_msa.cpb_mlp.0,"(512, 2)","(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0
base_model.model.backbone.stages.2.blocks.5.attn.w_msa.cpb_mlp.1,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0
base_model.model.backbone.stages.2.blocks.5.attn.w_msa.cpb_mlp.2,"(32, 512)","(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0
base_model.model.backbone.stages.2.blocks.5.attn.w_msa.cpb_mlp,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0
base_model.model.backbone.stages.2.blocks.5.attn.w_msa.softmax,,"(5120, 32)",32,5120,5.774951006287665e-08,9.130999167143493e-09,32,32,0.003334063570946455,31.070537567138672,0.0005401619127951562,0.0010300615103915334,0.0019010602263733745,0.0033234551083296537,,1.0
base_model.model.backbone.stages.2.blocks.5.attn.w_msa.attn_drop,,"(5120, 32)",32,5120,5.774951006287665e-08,9.130999167143493e-09,32,32,0.003334063570946455,31.070537567138672,0.0005401619127951562,0.0010300615103915334,0.0019010602263733745,0.0033234551083296537,,1.0
base_model.model.backbone.stages.2.blocks.5.attn.w_msa.proj,"(1408, 1408)","(5120, 1408)",1408,5120,8522.353515625,0.5911267151323979,117,189,8.330999374389648,24.566465377807617,0.3593708574771881,0.4795781373977661,0.5907363295555115,0.7060702443122864,0.816922664642334,0.08309659090909091
base_model.model.backbone.stages.2.blocks.5.attn.w_msa.proj_drop,,"(5120, 1408)",1408,5120,8522.353515625,0.5911267151323979,117,189,8.330999374389648,24.566465377807617,0.3593708574771881,0.4795781373977661,0.5907363295555115,0.7060702443122864,0.816922664642334,0.08309659090909091
base_model.model.backbone.stages.2.blocks.5.attn.w_msa,,"(5120, 1408)",1408,5120,8522.353515625,0.5911267151323979,117,189,8.330999374389648,24.566465377807617,0.3593708574771881,0.4795781373977661,0.5907363295555115,0.7060702443122864,0.816922664642334,0.08309659090909091
base_model.model.backbone.stages.2.blocks.5.attn.drop,,"(1280, 1408)",1408,1280,4345.66162109375,0.5812199636205072,75,128,5.915370941162109,16.786169052124023,0.4186411499977112,0.5518021583557129,0.6716697216033936,0.7869951725006104,0.8828076124191284,0.053267045454545456
base_model.model.backbone.stages.2.blocks.5.attn,,"(1280, 1408)",1408,1280,4345.66162109375,0.5812199636205072,75,128,5.915370941162109,16.786169052124023,0.4186411499977112,0.5518021583557129,0.6716697216033936,0.7869951725006104,0.8828076124191284,0.053267045454545456
base_model.model.backbone.stages.2.blocks.5.ffn.layers.0.0.base_layer,"(5632, 1408)","(1280, 5632)",5632,1280,9110.5595703125,0.3321835063847994,58,112,5.1711931228637695,13.023954391479492,0.4810809791088104,0.6348052024841309,0.7429631352424622,0.8367224931716919,0.9092417359352112,0.010298295454545454
base_model.model.backbone.stages.2.blocks.5.ffn.layers.0.0.lora_dropout.default,,"(1280, 1408)",1408,1280,2125.353515625,0.5902652537915046,107,209,4.404736518859863,13.792728424072266,0.42190876603126526,0.565016508102417,0.6772170662879944,0.770522952079773,0.851608157157898,0.07599431818181818
base_model.model.backbone.stages.2.blocks.5.ffn.layers.0.0.lora_A.default,"(8, 1408)","(1280, 8)",8,1280,4031.11279296875,24.98573139746073,1,2,1.0838791131973267,1.17266845703125,0.9801800847053528,1.0,,,,0.125
base_model.model.backbone.stages.2.blocks.5.ffn.layers.0.0.lora_B.default,"(5632, 8)","(1280, 5632)",5632,1280,5366.552734375,5366552734375000.0,1,1,1.0000886917114258,1.0001775026321411,0.9999918341636658,0.9999999403953552,0.9999999403953552,0.9999999403953552,0.9999999403953552,0.0001775568181818182
base_model.model.backbone.stages.2.blocks.5.ffn.layers.0.0,"(5632, 1408)","(1280, 5632)",5632,1280,14209.7109375,0.5181055639342333,56,109,5.340762615203857,12.895698547363281,0.4879540801048279,0.640875518321991,0.7494485974311829,0.8416451215744019,0.9123638272285461,0.009943181818181818
base_model.model.backbone.stages.2.blocks.5.ffn.activate,,"(1280, 5632)",5632,1280,1364.3236083984375,1.3138281502553812,162,336,6.735266208648682,21.495792388916016,0.3685154318809509,0.49618256092071533,0.6106054186820984,0.7221019268035889,0.8122730851173401,0.028764204545454544
base_model.model.backbone.stages.2.blocks.5.ffn.layers.0.2,,"(1280, 5632)",5632,1280,1364.3236083984375,1.3138281502553812,162,336,6.735266208648682,21.495792388916016,0.3685154318809509,0.49618256092071533,0.6106054186820984,0.7221019268035889,0.8122730851173401,0.028764204545454544
base_model.model.backbone.stages.2.blocks.5.ffn.layers.0,,"(1280, 5632)",5632,1280,1364.3236083984375,1.3138281502553812,162,336,6.735266208648682,21.495792388916016,0.3685154318809509,0.49618256092071533,0.6106054186820984,0.7221019268035889,0.8122730851173401,0.028764204545454544
base_model.model.backbone.stages.2.blocks.5.ffn.layers.1,"(1408, 5632)","(1280, 1408)",1408,1280,4026.09619140625,1.018990574073496,88,171,4.1414265632629395,12.083999633789062,0.47460708022117615,0.5840478539466858,0.6875565052032471,0.7904002666473389,0.8712579607963562,0.0625
base_model.model.backbone.stages.2.blocks.5.ffn.layers.2,,"(1280, 1408)",1408,1280,4026.09619140625,1.018990574073496,88,171,4.1414265632629395,12.083999633789062,0.47460708022117615,0.5840478539466858,0.6875565052032471,0.7904002666473389,0.8712579607963562,0.0625
base_model.model.backbone.stages.2.blocks.5.ffn.layers,,"(1280, 1408)",1408,1280,4026.09619140625,1.018990574073496,88,171,4.1414265632629395,12.083999633789062,0.47460708022117615,0.5840478539466858,0.6875565052032471,0.7904002666473389,0.8712579607963562,0.0625
base_model.model.backbone.stages.2.blocks.5.ffn.dropout_layer,,"(1280, 1408)",1408,1280,4026.09619140625,1.018990574073496,88,171,4.1414265632629395,12.083999633789062,0.47460708022117615,0.5840478539466858,0.6875565052032471,0.7904002666473389,0.8712579607963562,0.0625
base_model.model.backbone.stages.2.blocks.5.ffn,,"(1280, 1408)",1408,1280,4026.09619140625,1.018990574073496,88,171,4.1414265632629395,12.083999633789062,0.47460708022117615,0.5840478539466858,0.6875565052032471,0.7904002666473389,0.8712579607963562,0.0625
base_model.model.backbone.stages.2.blocks.5,,"(1280, 1408)",1408,1280,350.72979736328125,0.6144774993410218,130,241,8.001728057861328,26.1794376373291,0.3272441029548645,0.467164546251297,0.5998044013977051,0.7218793630599976,0.8215715885162354,0.09232954545454546
base_model.model.backbone.stages.2.blocks.6.attn.w_msa.cpb_mlp.0,"(512, 2)","(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0
base_model.model.backbone.stages.2.blocks.6.attn.w_msa.cpb_mlp.1,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0
base_model.model.backbone.stages.2.blocks.6.attn.w_msa.cpb_mlp.2,"(32, 512)","(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0
base_model.model.backbone.stages.2.blocks.6.attn.w_msa.cpb_mlp,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0
base_model.model.backbone.stages.2.blocks.6.attn.w_msa.softmax,,"(5120, 32)",32,5120,9.448220339436375e-08,1.4938947872709337e-08,32,32,0.008917151018977165,29.12449836730957,0.0018342257244512439,0.00321756349876523,0.0054135508835315704,0.008843343704938889,,1.0
base_model.model.backbone.stages.2.blocks.6.attn.w_msa.attn_drop,,"(5120, 32)",32,5120,9.448220339436375e-08,1.4938947872709337e-08,32,32,0.008917151018977165,29.12449836730957,0.0018342257244512439,0.00321756349876523,0.0054135508835315704,0.008843343704938889,,1.0
base_model.model.backbone.stages.2.blocks.6.attn.w_msa.proj,"(1408, 1408)","(5120, 1408)",1408,5120,2062.571533203125,0.38306269586620395,222,318,11.509659767150879,52.73707580566406,0.21864564716815948,0.30731552839279175,0.4115225076675415,0.5285492539405823,0.6613117456436157,0.15767045454545456
base_model.model.backbone.stages.2.blocks.6.attn.w_msa.proj_drop,,"(5120, 1408)",1408,5120,2062.571533203125,0.38306269586620395,222,318,11.509659767150879,52.73707580566406,0.21864564716815948,0.30731552839279175,0.4115225076675415,0.5285492539405823,0.6613117456436157,0.15767045454545456
base_model.model.backbone.stages.2.blocks.6.attn.w_msa,,"(5120, 1408)",1408,5120,2062.571533203125,0.38306269586620395,222,318,11.509659767150879,52.73707580566406,0.21864564716815948,0.30731552839279175,0.4115225076675415,0.5285492539405823,0.6613117456436157,0.15767045454545456
base_model.model.backbone.stages.2.blocks.6.attn.drop,,"(1280, 1408)",1408,1280,905.7259521484375,0.3351682941039942,134,212,8.399352073669434,29.546236038208008,0.30544978380203247,0.4163673222064972,0.5431051850318909,0.6712961196899414,0.7922130227088928,0.09517045454545454
base_model.model.backbone.stages.2.blocks.6.attn,,"(1280, 1408)",1408,1280,905.7259521484375,0.3351682941039942,134,212,8.399352073669434,29.546236038208008,0.30544978380203247,0.4163673222064972,0.5431051850318909,0.6712961196899414,0.7922130227088928,0.09517045454545454
base_model.model.backbone.stages.2.blocks.6.ffn.layers.0.0.base_layer,"(5632, 1408)","(1280, 5632)",5632,1280,2406.14697265625,0.23624669429835798,71,120,7.759448528289795,21.768739700317383,0.3566899299621582,0.5043566226959229,0.6489803194999695,0.7829353213310242,0.8879271745681763,0.01260653409090909
base_model.model.backbone.stages.2.blocks.6.ffn.layers.0.0.lora_dropout.default,,"(1280, 1408)",1408,1280,443.3855285644531,0.5769232632489149,134,233,8.790868759155273,29.440256118774414,0.3060827851295471,0.43865206837654114,0.5699211955070496,0.6971214413642883,0.8080518245697021,0.09517045454545454
base_model.model.backbone.stages.2.blocks.6.ffn.layers.0.0.lora_A.default,"(8, 1408)","(1280, 8)",8,1280,1188.5068359375,33.755753734194855,3,5,1.2584668397903442,1.5631757974624634,0.9292968511581421,0.9999999403953552,,,,0.375
base_model.model.backbone.stages.2.blocks.6.ffn.layers.0.0.lora_B.default,"(5632, 8)","(1280, 5632)",5632,1280,1738.73583984375,1738735839843750.0,1,1,1.0003397464752197,1.0006794929504395,0.9999499917030334,0.9999998807907104,0.9999998807907104,0.9999998807907104,0.9999998807907104,0.0001775568181818182
base_model.model.backbone.stages.2.blocks.6.ffn.layers.0.0,"(5632, 1408)","(1280, 5632)",5632,1280,4171.5205078125,0.40957927398780875,71,120,7.722025394439697,21.83119773864746,0.3556748628616333,0.5029346346855164,0.6479383707046509,0.7823014259338379,0.8877901434898376,0.01260653409090909
base_model.model.backbone.stages.2.blocks.6.ffn.activate,,"(1280, 5632)",5632,1280,542.176025390625,0.8784727589258601,262,476,7.500619411468506,27.955196380615234,0.3222360908985138,0.42685648798942566,0.5424944758415222,0.6543490886688232,0.748596727848053,0.04651988636363636
base_model.model.backbone.stages.2.blocks.6.ffn.layers.0.2,,"(1280, 5632)",5632,1280,542.176025390625,0.8784727589258601,262,476,7.500619411468506,27.955196380615234,0.3222360908985138,0.42685648798942566,0.5424944758415222,0.6543490886688232,0.748596727848053,0.04651988636363636
base_model.model.backbone.stages.2.blocks.6.ffn.layers.0,,"(1280, 5632)",5632,1280,542.176025390625,0.8784727589258601,262,476,7.500619411468506,27.955196380615234,0.3222360908985138,0.42685648798942566,0.5424944758415222,0.6543490886688232,0.748596727848053,0.04651988636363636
base_model.model.backbone.stages.2.blocks.6.ffn.layers.1,"(1408, 5632)","(1280, 1408)",1408,1280,1309.297607421875,0.4023937812559791,140,247,4.870340824127197,16.5460147857666,0.39191001653671265,0.4991503357887268,0.6048998832702637,0.7129859328269958,0.8092529773712158,0.09943181818181818
base_model.model.backbone.stages.2.blocks.6.ffn.layers.2,,"(1280, 1408)",1408,1280,1309.297607421875,0.4023937812559791,140,247,4.870340824127197,16.5460147857666,0.39191001653671265,0.4991503357887268,0.6048998832702637,0.7129859328269958,0.8092529773712158,0.09943181818181818
base_model.model.backbone.stages.2.blocks.6.ffn.layers,,"(1280, 1408)",1408,1280,1309.297607421875,0.4023937812559791,140,247,4.870340824127197,16.5460147857666,0.39191001653671265,0.4991503357887268,0.6048998832702637,0.7129859328269958,0.8092529773712158,0.09943181818181818
base_model.model.backbone.stages.2.blocks.6.ffn.dropout_layer,,"(1280, 1408)",1408,1280,1309.297607421875,0.4023937812559791,140,247,4.870340824127197,16.5460147857666,0.39191001653671265,0.4991503357887268,0.6048998832702637,0.7129859328269958,0.8092529773712158,0.09943181818181818
base_model.model.backbone.stages.2.blocks.6.ffn,,"(1280, 1408)",1408,1280,1309.297607421875,0.4023937812559791,140,247,4.870340824127197,16.5460147857666,0.39191001653671265,0.4991503357887268,0.6048998832702637,0.7129859328269958,0.8092529773712158,0.09943181818181818
base_model.model.backbone.stages.2.blocks.6,,"(1280, 1408)",1408,1280,567.6895751953125,0.6966532574459515,151,265,8.231497764587402,28.074052810668945,0.3149266541004181,0.4402366876602173,0.5687282681465149,0.6896311044692993,0.7952356934547424,0.10724431818181818
base_model.model.backbone.stages.2.blocks.7.attn.w_msa.cpb_mlp.0,"(512, 2)","(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0
base_model.model.backbone.stages.2.blocks.7.attn.w_msa.cpb_mlp.1,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0
base_model.model.backbone.stages.2.blocks.7.attn.w_msa.cpb_mlp.2,"(32, 512)","(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0
base_model.model.backbone.stages.2.blocks.7.attn.w_msa.cpb_mlp,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0
base_model.model.backbone.stages.2.blocks.7.attn.w_msa.softmax,,"(5120, 32)",32,5120,6.475203662148488e-08,1.0238195818767638e-08,32,32,0.0041910926811397076,31.133403778076172,0.0006712903268635273,0.0012724059633910656,0.002370149362832308,0.004174339585006237,,1.0
base_model.model.backbone.stages.2.blocks.7.attn.w_msa.attn_drop,,"(5120, 32)",32,5120,6.475203662148488e-08,1.0238195818767638e-08,32,32,0.0041910926811397076,31.133403778076172,0.0006712903268635273,0.0012724059633910656,0.002370149362832308,0.004174339585006237,,1.0
base_model.model.backbone.stages.2.blocks.7.attn.w_msa.proj,"(1408, 1408)","(5120, 1408)",1408,5120,3645.310302734375,0.34554367527317287,184,282,5.520003318786621,21.601808547973633,0.33834725618362427,0.42237964272499084,0.5177090764045715,0.6257523894309998,0.7406249046325684,0.13068181818181818
base_model.model.backbone.stages.2.blocks.7.attn.w_msa.proj_drop,,"(5120, 1408)",1408,5120,3645.310302734375,0.34554367527317287,184,282,5.520003318786621,21.601808547973633,0.33834725618362427,0.42237964272499084,0.5177090764045715,0.6257523894309998,0.7406249046325684,0.13068181818181818
base_model.model.backbone.stages.2.blocks.7.attn.w_msa,,"(5120, 1408)",1408,5120,3645.310302734375,0.34554367527317287,184,282,5.520003318786621,21.601808547973633,0.33834725618362427,0.42237964272499084,0.5177090764045715,0.6257523894309998,0.7406249046325684,0.13068181818181818
base_model.model.backbone.stages.2.blocks.7.attn.drop,,"(1280, 1408)",1408,1280,1700.8350830078125,0.31058201702155275,126,203,6.2854509353637695,22.57979393005371,0.3410419821739197,0.4422004222869873,0.5621721148490906,0.6863679885864258,0.8059699535369873,0.08948863636363637
base_model.model.backbone.stages.2.blocks.7.attn,,"(1280, 1408)",1408,1280,1700.8350830078125,0.31058201702155275,126,203,6.2854509353637695,22.57979393005371,0.3410419821739197,0.4422004222869873,0.5621721148490906,0.6863679885864258,0.8059699535369873,0.08948863636363637
base_model.model.backbone.stages.2.blocks.7.ffn.layers.0.0.base_layer,"(5632, 1408)","(1280, 5632)",5632,1280,4462.75,0.2644746257247817,75,124,4.586034774780273,15.201407432556152,0.3946859836578369,0.5130247473716736,0.643987774848938,0.7719542384147644,0.8808110356330872,0.013316761363636364
base_model.model.backbone.stages.2.blocks.7.ffn.layers.0.0.lora_dropout.default,,"(1280, 1408)",1408,1280,662.37158203125,0.6222152299134938,155,262,8.678255081176758,30.751041412353516,0.3000030815601349,0.4173646569252014,0.5432409644126892,0.6653295159339905,0.7801077365875244,0.11008522727272728
base_model.model.backbone.stages.2.blocks.7.ffn.layers.0.0.lora_A.default,"(8, 1408)","(1280, 8)",8,1280,1706.6002197265625,39.863182343169136,2,4,1.1671613454818726,1.3548954725265503,0.9530048370361328,0.9999998807907104,,,,0.25
base_model.model.backbone.stages.2.blocks.7.ffn.layers.0.0.lora_B.default,"(5632, 8)","(1280, 5632)",5632,1280,2423.185302734375,2423185302734375.0,1,1,1.0001522302627563,1.0003044605255127,0.9999800324440002,1.0,1.0,1.0,1.0,0.0001775568181818182
base_model.model.backbone.stages.2.blocks.7.ffn.layers.0.0,"(5632, 1408)","(1280, 5632)",5632,1280,6400.88818359375,0.37933393236505175,74,123,4.40116024017334,14.430049896240234,0.40074723958969116,0.5172058343887329,0.6464375853538513,0.7741961479187012,0.8820619583129883,0.013139204545454546
base_model.model.backbone.stages.2.blocks.7.ffn.activate,,"(1280, 5632)",5632,1280,659.3590087890625,1.0173238926239199,268,470,7.405491828918457,28.82241439819336,0.3126779794692993,0.40948960185050964,0.5219032168388367,0.6366258263587952,0.7354186177253723,0.04758522727272727
base_model.model.backbone.stages.2.blocks.7.ffn.layers.0.2,,"(1280, 5632)",5632,1280,659.3590087890625,1.0173238926239199,268,470,7.405491828918457,28.82241439819336,0.3126779794692993,0.40948960185050964,0.5219032168388367,0.6366258263587952,0.7354186177253723,0.04758522727272727
base_model.model.backbone.stages.2.blocks.7.ffn.layers.0,,"(1280, 5632)",5632,1280,659.3590087890625,1.0173238926239199,268,470,7.405491828918457,28.82241439819336,0.3126779794692993,0.40948960185050964,0.5219032168388367,0.6366258263587952,0.7354186177253723,0.04758522727272727
base_model.model.backbone.stages.2.blocks.7.ffn.layers.1,"(1408, 5632)","(1280, 1408)",1408,1280,1490.408447265625,0.47169973729609604,156,269,6.757582187652588,19.54168701171875,0.3919687867164612,0.4874125123023987,0.5906128287315369,0.6990378499031067,0.7948598861694336,0.11079545454545454
base_model.model.backbone.stages.2.blocks.7.ffn.layers.2,,"(1280, 1408)",1408,1280,1490.408447265625,0.47169973729609604,156,269,6.757582187652588,19.54168701171875,0.3919687867164612,0.4874125123023987,0.5906128287315369,0.6990378499031067,0.7948598861694336,0.11079545454545454
base_model.model.backbone.stages.2.blocks.7.ffn.layers,,"(1280, 1408)",1408,1280,1490.408447265625,0.47169973729609604,156,269,6.757582187652588,19.54168701171875,0.3919687867164612,0.4874125123023987,0.5906128287315369,0.6990378499031067,0.7948598861694336,0.11079545454545454
base_model.model.backbone.stages.2.blocks.7.ffn.dropout_layer,,"(1280, 1408)",1408,1280,1490.408447265625,0.47169973729609604,156,269,6.757582187652588,19.54168701171875,0.3919687867164612,0.4874125123023987,0.5906128287315369,0.6990378499031067,0.7948598861694336,0.11079545454545454
base_model.model.backbone.stages.2.blocks.7.ffn,,"(1280, 1408)",1408,1280,1490.408447265625,0.47169973729609604,156,269,6.757582187652588,19.54168701171875,0.3919687867164612,0.4874125123023987,0.5906128287315369,0.6990378499031067,0.7948598861694336,0.11079545454545454
base_model.model.backbone.stages.2.blocks.7,,"(1280, 1408)",1408,1280,826.2960815429688,0.744240888899932,180,303,8.07009506225586,30.479949951171875,0.30275940895080566,0.41006600856781006,0.5330591201782227,0.6533344984054565,0.7621302008628845,0.1278409090909091
base_model.model.backbone.stages.2.blocks.8.attn.w_msa.cpb_mlp.0,"(512, 2)","(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0
base_model.model.backbone.stages.2.blocks.8.attn.w_msa.cpb_mlp.1,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0
base_model.model.backbone.stages.2.blocks.8.attn.w_msa.cpb_mlp.2,"(32, 512)","(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0
base_model.model.backbone.stages.2.blocks.8.attn.w_msa.cpb_mlp,,"(20, 15)",15,20,0.0,0.0,15,15,0.0,,0.0,0.0,,,,1.0
base_model.model.backbone.stages.2.blocks.8.attn.w_msa.softmax,,"(5120, 32)",32,5120,9.451891713752048e-08,1.494475282512922e-08,32,32,0.008927898481488228,30.619983673095703,0.0015618831384927034,0.0029023110400885344,0.005170738790184259,0.008852576836943626,,1.0
base_model.model.backbone.stages.2.blocks.8.attn.w_msa.attn_drop,,"(5120, 32)",32,5120,9.451891713752048e-08,1.494475282512922e-08,32,32,0.008927898481488228,30.619983673095703,0.0015618831384927034,0.0029023110400885344,0.005170738790184259,0.008852576836943626,,1.0
base_model.model.backbone.stages.2.blocks.8.attn.w_msa.proj,"(1408, 1408)","(5120, 1408)",1408,5120,5215.59716796875,0.5711365440472481,205,311,9.147908210754395,39.242431640625,0.24782177805900574,0.357660174369812,0.47526898980140686,0.592821478843689,0.7134634852409363,0.1455965909090909
base_model.model.backbone.stages.2.blocks.8.attn.w_msa.proj_drop,,"(5120, 1408)",1408,5120,5215.59716796875,0.5711365440472481,205,311,9.147908210754395,39.242431640625,0.24782177805900574,0.357660174369812,0.47526898980140686,0.592821478843689,0.7134634852409363,0.1455965909090909
base_model.model.backbone.stages.2.blocks.8.attn.w_msa,,"(5120, 1408)",1408,5120,5215.59716796875,0.5711365440472481,205,311,9.147908210754395,39.242431640625,0.24782177805900574,0.357660174369812,0.47526898980140686,0.592821478843689,0.7134634852409363,0.1455965909090909
base_model.model.backbone.stages.2.blocks.8.attn.drop,,"(1280, 1408)",1408,1280,2338.170654296875,0.53747357289123,127,209,6.644289016723633,24.37753677368164,0.3236943483352661,0.44872450828552246,0.5821818113327026,0.7010921835899353,0.8105372786521912,0.09019886363636363
base_model.model.backbone.stages.2.blocks.8.attn,,"(1280, 1408)",1408,1280,2338.170654296875,0.53747357289123,127,209,6.644289016723633,24.37753677368164,0.3236943483352661,0.44872450828552246,0.5821818113327026,0.7010921835899353,0.8105372786521912,0.09019886363636363
base_model.model.backbone.stages.2.blocks.8.ffn.layers.0.0.base_layer,"(5632, 1408)","(1280, 5632)",5632,1280,4912.79638671875,0.20913972862198688,87,147,3.6049864292144775,11.042266845703125,0.4307953119277954,0.5258650779724121,0.6404808163642883,0.7560718059539795,0.8630558252334595,0.015447443181818182
base_model.model.backbone.stages.2.blocks.8.ffn.layers.0.0.lora_dropout.default,,"(1280, 1408)",1408,1280,936.031982421875,0.6426109670464656,186,306,8.066610336303711,32.07167434692383,0.2927834689617157,0.392875999212265,0.5120723843574524,0.6321904063224792,0.7485864162445068,0.13210227272727273
base_model.model.backbone.stages.2.blocks.8.ffn.layers.0.0.lora_A.default,"(8, 1408)","(1280, 8)",8,1280,2376.2734375,42.0062428844711,2,3,1.4568761587142944,1.864728331565857,0.9717651009559631,1.0,,,,0.25
base_model.model.backbone.stages.2.blocks.8.ffn.layers.0.0.lora_B.default,"(5632, 8)","(1280, 5632)",5632,1280,3055.33251953125,3055332519531250.0,1,1,1.010274887084961,1.0205494165420532,0.9999728202819824,1.0,1.0,1.0,1.0,0.0001775568181818182
base_model.model.backbone.stages.2.blocks.8.ffn.layers.0.0,"(5632, 1408)","(1280, 5632)",5632,1280,7745.94189453125,0.32974787844320363,86,146,3.5574610233306885,10.821229934692383,0.4328923523426056,0.5274779796600342,0.6414726376533508,0.7577581405639648,0.8639653325080872,0.015269886363636364
base_model.model.backbone.stages.2.blocks.8.ffn.activate,,"(1280, 5632)",5632,1280,669.4742431640625,1.064900729375814,242,421,6.738101482391357,27.358169555664062,0.30763599276542664,0.41196301579475403,0.5283036828041077,0.6437901854515076,0.7432863712310791,0.04296875
base_model.model.backbone.stages.2.blocks.8.ffn.layers.0.2,,"(1280, 5632)",5632,1280,669.4742431640625,1.064900729375814,242,421,6.738101482391357,27.358169555664062,0.30763599276542664,0.41196301579475403,0.5283036828041077,0.6437901854515076,0.7432863712310791,0.04296875
base_model.model.backbone.stages.2.blocks.8.ffn.layers.0,,"(1280, 5632)",5632,1280,669.4742431640625,1.064900729375814,242,421,6.738101482391357,27.358169555664062,0.30763599276542664,0.41196301579475403,0.5283036828041077,0.6437901854515076,0.7432863712310791,0.04296875
base_model.model.backbone.stages.2.blocks.8.ffn.layers.1,"(1408, 5632)","(1280, 1408)",1408,1280,1043.72900390625,0.47674324464472684,159,269,6.536640167236328,23.866975784301758,0.3331359326839447,0.4444896876811981,0.5614898204803467,0.6794464588165283,0.7851664423942566,0.11292613636363637
base_model.model.backbone.stages.2.blocks.8.ffn.layers.2,,"(1280, 1408)",1408,1280,1043.72900390625,0.47674324464472684,159,269,6.536640167236328,23.866975784301758,0.3331359326839447,0.4444896876811981,0.5614898204803467,0.6794464588165283,0.7851664423942566,0.11292613636363637
base_model.model.backbone.stages.2.blocks.8.ffn.layers,,"(1280, 1408)",1408,1280,1043.72900390625,0.47674324464472684,159,269,6.536640167236328,23.866975784301758,0.3331359326839447,0.4444896876811981,0.5614898204803467,0.6794464588165283,0.7851664423942566,0.11292613636363637
